timestamp_ns,satellite_id,pseudorange_ideal_m,pseudorange_m,sigma_pseudorange_m,los_N_x,los_N_y,los_N_z,geometry_visible,measurement_available,noise_m
800000000,SAT01,2699.336040426259,2699.7274697966063,0.5,0.3711933122014636,0.7431297541570844,0.5567528118144877,true,true,0.39142937034753283
800000000,SAT02,2353.3745464228145,2353.454957661416,0.5,-0.5127310683644629,0.3842281111806966,0.7677731501637386,true,true,0.08041123860141411
900000000,SAT01,2699.338040426259,2699.329178984165,0.5,0.3711933122014636,0.7431297541570844,0.5567528118144877,true,true,-0.008861442093648999
900000000,SAT02,2353.3765464228145,2352.7410950054596,0.5,-0.5127310683644629,0.3842281111806966,0.7677731501637386,true,true,-0.6354514173549903
1000000000,SAT01,2699.340040426259,2700.400582727145,0.5,0.3711933122014636,0.7431297541570844,0.5567528118144877,true,true,1.0605423008860762
1000000000,SAT02,2353.3785464228145,2353.419319872226,0.5,-0.5127310683644629,0.3842281111806966,0.7677731501637386,true,true,0.04077344941159785
1100000000,SAT01,2699.304922696906,2698.9108469174644,0.5,0.3711612746381242,0.7431400032798563,0.5567604904572684,true,true,-0.3940757794415049
1100000000,SAT02,2353.431821103045,2353.202623719643,0.5,-0.5127625359060354,0.38421970053736726,0.7677563438293348,true,true,-0.22919738340201884
1200000000,SAT01,2699.269808171375,2699.0113900367537,0.5,0.37112923574924434,0.7431502518006495,0.5567681686490467,true,true,-0.2584181346215014
1200000000,SAT02,2353.4850989299266,2353.8122444721616,0.5,-0.5127940013811658,0.3842112897461282,0.7677395371993745,true,true,0.327145542235147
1300000000,SAT01,2699.2346968498005,2699.095788893638,0.5,0.37109719553486514,0.7431604997193654,0.5567758463897486,true,true,-0.13890795616216428
1300000000,SAT02,2353.5383799032525,2353.2550171897174,0.5,-0.5128254647899084,0.384202878807057,0.7677227302740126,true,true,-0.2833627135352843
1400000000,SAT01,2699.199588732313,2698.3882501549556,0.5,0.37106515399502804,0.7431707470359064,0.5567835236793011,true,true,-0.8113385773572683
1400000000,SAT02,2353.5916640228156,2352.944251873196,0.5,-0.5128569261323174,0.3841944677202311,0.767705923053404,true,true,-0.647412149619241
1500000000,SAT01,2699.164483819046,2699.252400109185,0.5,0.3710331111297744,0.743180993750174,0.5567912005176304,true,true,0.08791629013942284
1500000000,SAT02,2353.6449512884105,2353.4517235214103,0.5,-0.5128883854084468,0.38418605648572796,0.7676891155377035,true,true,-0.1932277670004249
1600000000,SAT01,2699.1293821101312,2700.3152517360236,0.5,0.37100106693914553,0.7431912398620704,0.5567988769046631,true,true,1.1858696258924288
1600000000,SAT02,2353.698241699829,2353.7237811394893,0.5,-0.512919842618351,0.38417764510362507,0.767672307727066,true,true,0.025539439660492377
1700000000,SAT01,2699.094283605702,2699.010520701131,0.5,0.3709690214231828,0.7432014853714971,0.5568065528403257,true,true,-0.08376290457086694
1700000000,SAT02,2353.751535256865,2354.3567275135706,0.5,-0.5129512977620843,0.38416923357399996,0.7676554996216463,true,true,0.6051922567058925
1800000000,SAT01,2699.0591883058905,2699.7996328673244,0.5,0.37093697458192765,0.7432117302783563,0.5568142283245446,true,true,0.7404445614339362
1800000000,SAT02,2353.804831959312,2354.2413041412656,0.5,-0.5129827508397005,0.38416082189692996,0.7676386912215988,true,true,0.4364721819532468
1900000000,SAT01,2699.0240962108296,2698.958359703934,0.5,0.37090492641542144,0.7432219745825498,0.5568219033572464,true,true,-0.06573650689569108
1900000000,SAT02,2353.858131806964,2352.320825135236,0.5,-0.5130142018512543,0.38415241007249257,0.7676218825270785,true,true,-1.5373066717279982
2000000000,SAT01,2698.9890073206516,2699.5507211650292,0.5,0.3708728769237057,0.7432322182839793,0.5568295779383573,true,true,0.5617138443774535
2000000000,SAT02,2353.9114347996137,2354.405950226148,0.5,-0.5130456507967999,0.38414399810076527,0.7676050735382403,true,true,0.49451542653419756
2100000000,SAT01,2698.87930850368,2698.46917025817,0.5,0.3708928475554619,0.7432049344696473,0.5568526923811793,true,true,-0.41013824551011735
2100000000,SAT02,2353.8470293093187,2353.7361685022242,0.5,-0.5130549376936213,0.3840881141527352,0.76762683087213,true,true,-0.11086080709447033
2200000000,SAT01,2698.781497620855,2698.9716777227572,0.5,0.37092021959264987,0.7431757965144307,0.5568733484127985,true,true,0.19018010190220744
2200000000,SAT02,2353.7716340117445,2353.8515980939624,0.5,-0.5130562507849215,0.38403567275337597,0.767652190502562,true,true,0.0799640822177797
2300000000,SAT01,2698.698033795101,2699.180278465162,0.5,0.3709543192279689,0.7431455217492201,0.5568910365144996,true,true,0.48224467006071897
2300000000,SAT02,2353.6871536493527,2352.6226819703165,0.5,-0.5130495571854399,0.38398796507905314,0.7676805289612807,true,true,-1.0644716790360802
2400000000,SAT01,2698.6310228848297,2698.486133533934,0.5,0.37099430663000676,0.7431148556805907,0.5569053202429796,true,true,-0.14488935089568838
2400000000,SAT02,2353.5957167747,2354.017250542065,0.5,-0.5130350209681392,0.383946166093918,0.7677111493276639,true,true,0.4215337673650641
2500000000,SAT01,2698.582165488167,2698.695434827343,0.5,0.37103919664074503,0.7430845536299561,0.5569158470655683,true,true,0.11326933917588175
2500000000,SAT02,2353.4996234246482,2352.972787853108,0.5,-0.5130129991970959,0.38391130559471853,0.7677432983044261,true,true,-0.5268355715403873
2600000000,SAT01,2698.5527149392137,2698.4219736749205,0.5,0.37108788308583096,0.7430553621134394,0.556922357121118,true,true,-0.1307412642930513
2600000000,SAT02,2353.401288553296,2353.199832576903,0.5,-0.5129840332200961,0.38388424279838806,0.7677761846999108,true,true,-0.20145597639312926
2700000000,SAT01,2698.5434463433166,2698.581919009771,0.5,0.3711391660938863,0.7430280004230567,0.5569246896829487,true,true,0.038472666454411636
2700000000,SAT02,2353.3031826099195,2353.1216273391847,0.5,-0.5129488354270593,0.3838656451035467,0.7678089988683785,true,true,-0.1815552707347328
2800000000,SAT01,2698.5546374239366,2697.9015077042386,0.5,0.37119178174415973,0.7430031428663826,0.556922787158394,true,true,-0.6531297196979479
2800000000,SAT02,2353.2077707209237,2352.7783061504488,0.5,-0.5129082717917154,0.383855971556862,0.767840932633689,true,true,-0.4294645704750611
2900000000,SAT01,2698.586061659359,2698.5506108931354,0.5,0.3712444333024098,0.7429814021068161,0.5569166965223457,true,true,-0.03545076622356111
2900000000,SAT02,2353.1174519721217,2353.8856520708505,0.5,-0.51286334061828,0.3838554614411667,0.7678711992070332,true,true,0.768200098728946
3000000000,SAT01,2698.6369938806806,2699.4086693689455,0.5,0.37129582326470406,0.7429633140201636,0.5569065681479806,true,true,0.7716754882648595
3000000000,SAT02,2353.034500288165,2353.289768553492,0.5,-0.5128151480096067,0.3838641282769662,0.7678990526065584,true,true,0.2552682653272913
